label_type	pref_label	label
target	tshz1	caa
target	tshz1	ny-co-33
target	tshz1	sdccag33
target	tshz1	tsh1
target	tshz1	tshz1
target	u2af1	fp793
target	u2af1	rn
target	u2af1	rnu2af1
target	u2af1	u2af1
target	u2af1	u2af35
target	u2af1	u2afbp
target	u2af2	u2af2
target	u2af2	u2af65
target	ubtf	nor-90
target	ubtf	ubf
target	ubtf	ubf1
target	ubtf	ubf-1
target	ubtf	ubf2
target	ubtf	ubtf
target	uchl5	cgi-70
target	uchl5	ino80r
target	uchl5	uch37
target	uchl5	uchl5
target	uchl5	uch-l5
target	upf1	hupf1
target	upf1	norf1
target	upf1	pnorf1
target	upf1	rent1
target	upf1	smg-2
target	upf1	upf1
target	usf1	bhlhb11
target	usf1	fchl
target	usf1	fchl1
target	usf1	hyplip1
target	usf1	mltf
target	usf1	mltfi
target	usf1	uef
target	usf1	usf1
target	usf2	bhlhb12
target	usf2	fip
target	usf2	usf2
target	utp18	cgi-48
target	utp18	utp18
target	utp18	wdr50
target	utp3	crl1
target	utp3	crlz1
target	utp3	sas10
target	utp3	utp3
target	vezf1	db1
target	vezf1	vezf1
target	vezf1	znf161
target	wdr3	dip2
target	wdr3	utp12
target	wdr3	wdr3
target	wdr43	net12
target	wdr43	utp5
target	wdr43	wdr43
target	whsc1	mmset
target	whsc1	nsd2
target	whsc1	reiibp
target	whsc1	trx5
target	whsc1	whs
target	whsc1	whsc1
target	wrn	recq3
target	wrn	recql2
target	wrn	recql3
target	wrn	wrn
target	wrnip1	ba420g6.2
target	wrnip1	whip
target	wrnip1	wrnip1
target	wt1	awt1
target	wt1	ews-wt1
target	wt1	gud
target	wt1	nphs4
target	wt1	wagr
target	wt1	wit-2
target	wt1	wt1
target	wt1	wt33
target	xpo5	exp5
target	xpo5	xpo5
target	xrcc3	cmm6
target	xrcc3	xrcc3
target	xrcc5	karp1
target	xrcc5	karp-1
target	xrcc5	ku80
target	xrcc5	ku86
target	xrcc5	kub2
target	xrcc5	nfiv
target	xrcc5	xrcc5
target	xrcc6	ctc75
target	xrcc6	ctcbf
target	xrcc6	g22p1
target	xrcc6	ku70
target	xrcc6	ml8
target	xrcc6	tlaa
target	xrcc6	xrcc6
target	xrn2	xrn2
target	ybx1	bp-8
target	ybx1	csda2
target	ybx1	csdb
target	ybx1	dbpb
target	ybx1	mdr-nf1
target	ybx1	nsep1
target	ybx1	nsep-1
target	ybx1	yb1
target	ybx1	yb-1
target	ybx1	ybx1
target	ybx3	csda
target	ybx3	csda1
target	ybx3	dbpa
target	ybx3	ybx3
target	ybx3	zonab
target	ywhag	14-3-3gamma
target	ywhag	ywhag
target	yy1	delta
target	yy1	ino80s
target	yy1	nf-e1
target	yy1	ucrbp
target	yy1	yin-yang-1
target	yy1	yy1
target	yy2	yy2
target	yy2	znf631
target	zbed1	alte
target	zbed1	dref
target	zbed1	hdref
target	zbed1	tramp
target	zbed1	zbed1
target	zbed5	buster1
target	zbed5	zbed5
target	zbtb1	zbtb1
target	zbtb1	znf909
target	zbtb10	rinzf
target	zbtb10	zbtb10
target	zbtb11	zbtb11
target	zbtb11	znf913
target	zbtb11	znf-u69274
target	zbtb12	bat9
target	zbtb12	c6orf46
target	zbtb12	d6s59e
target	zbtb12	g10
target	zbtb12	ng35
target	zbtb12	zbtb12
target	zbtb17	miz-1
target	zbtb17	phz-67
target	zbtb17	zbtb17
target	zbtb17	znf151
target	zbtb17	znf60
target	zbtb2	zbtb2
target	zbtb2	znf437
target	zbtb20	dpzf
target	zbtb20	hof
target	zbtb20	oda-8s
target	zbtb20	zbtb20
target	zbtb20	znf288
target	zbtb21	zbtb21
target	zbtb21	znf295
target	zbtb25	c14orf51
target	zbtb25	kup
target	zbtb25	zbtb25
target	zbtb25	znf46
target	zbtb26	bioref
target	zbtb26	zbtb26
target	zbtb26	znf481
target	zbtb33	zbtb33
target	zbtb33	znf348
target	zbtb33	znf-kaiso
target	zbtb40	zbtb40
target	zbtb40	znf923
target	zbtb44	btbd15
target	zbtb44	hspc063
target	zbtb44	zbtb44
target	zbtb44	znf851
target	zbtb48	hkr3
target	zbtb48	pp9964
target	zbtb48	zbtb48
target	zbtb48	znf855
target	zbtb49	zbtb49
target	zbtb49	znf509
target	zbtb5	zbtb5
target	zbtb6	zbtb6
target	zbtb6	zid
target	zbtb6	znf482
target	zbtb7a	fbi1
target	zbtb7a	fbi-1
target	zbtb7a	lrf
target	zbtb7a	pokemon
target	zbtb7a	zbtb7
target	zbtb7a	zbtb7a
target	zbtb7a	znf857a
target	zbtb7b	c-krox
target	zbtb7b	hckrox
target	zbtb7b	thpok
target	zbtb7b	zbtb15
target	zbtb7b	zbtb7b
target	zbtb7b	zfp67
target	zbtb7b	zfp-67
target	zbtb7b	znf857b
target	zbtb8a	bozf1
target	zbtb8a	zbtb8
target	zbtb8a	zbtb8a
target	zbtb8a	znf916a
target	zc3h11a	zc3h11a
target	zc3h11a	zc3hdc11a
target	zc3h8	fliz1
target	zc3h8	zc3h8
target	zc3h8	zc3hdc8
target	zeb1	areb6
target	zeb1	bzp
target	zeb1	deltaef1
target	zeb1	fecd6
target	zeb1	nil2a
target	zeb1	ppcd3
target	zeb1	tcf8
target	zeb1	zeb1
target	zeb1	zfhep
target	zeb1	zfhx1a
target	zeb2	hspc082
target	zeb2	sip1
target	zeb2	sip-1
target	zeb2	smadip1
target	zeb2	zeb2
target	zeb2	zfhx1b
target	zfhx2	zfh-5
target	zfhx2	zfhx2
target	zfhx2	znf409
target	zfp1	zfp1
target	zfp1	znf475
target	zfp3	zfp3
target	zfp3	znf752
target	zfp36	g0s24
target	zfp36	gos24
target	zfp36	nup475
target	zfp36	rnf162a
target	zfp36	tis11
target	zfp36	ttp
target	zfp36	zfp36
target	zfp36	zfp-36
target	zfp37	zfp37
target	zfp37	zfp-37
target	zfp37	znf906
target	zfp41	zfp41
target	zfp41	zfp-41
target	zfp41	znf753
target	zfp64	zfp64
target	zfp64	znf338
target	zfp69b	zfp69b
target	zfp69b	zkscan23b
target	zfp69b	znf643
target	zfp69b	zscan54b
target	zfp91	dms-8
target	zfp91	dsm-8
target	zfp91	pzf
target	zfp91	zfp91
target	zfp91	zfp-91
target	zfp91	znf757
target	zfx	zfx
target	zfx	znf926
target	zgpat	gpatc6
target	zgpat	gpatch6
target	zgpat	kiaa1847
target	zgpat	zc3h9
target	zgpat	zc3hdc9
target	zgpat	zgpat
target	zgpat	zip
target	zhx1	zhx1
target	zhx2	afr1
target	zhx2	raf
target	zhx2	zhx2
target	zic2	hpe5
target	zic2	zic2
target	zik1	zik1
target	zik1	znf762
target	zkscan1	9130423l19rik
target	zkscan1	kox18
target	zkscan1	phz-37
target	zkscan1	zkscan1
target	zkscan1	znf139
target	zkscan1	znf36
target	zkscan1	zscan33
target	zkscan8	ld5-1
target	zkscan8	zkscan8
target	zkscan8	znf192
target	zkscan8	zscan40
target	zmiz1	hzimp10
target	zmiz1	miz
target	zmiz1	rai17
target	zmiz1	trafip10
target	zmiz1	zimp10
target	zmiz1	zmiz1
target	zmym3	dxs6673e
target	zmym3	mym
target	zmym3	xfim
target	zmym3	zmym3
target	zmym3	znf198l2
target	zmym3	znf261
target	znf10	kox1
target	znf10	znf10
target	znf101	hzf12
target	znf101	znf101
target	znf112	zfp112
target	znf112	znf112
target	znf112	znf228
target	znf114	znf114
target	znf121	d19s204
target	znf121	zhc32
target	znf121	znf121
target	znf121	znf20
target	znf132	phz-12
target	znf132	znf132
target	znf133	phz-13
target	znf133	phz-66
target	znf133	znf133
target	znf133	znf150
target	znf138	phz-32
target	znf138	znf138
target	znf140	phz-39
target	znf140	znf140
target	znf143	phz-1
target	znf143	sbf
target	znf143	staf
target	znf143	znf143
target	znf146	ozf
target	znf146	znf146
target	znf148	berf-1
target	znf148	bfcol1
target	znf148	ht-beta
target	znf148	phz-52
target	znf148	zbp-89
target	znf148	zfp148
target	znf148	znf148
target	znf155	phz-96
target	znf155	znf155
target	znf157	hzf22
target	znf157	znf157
target	znf16	hzf1
target	znf16	kox9
target	znf16	znf16
target	znf169	znf169
target	znf174	znf174
target	znf174	zscan8
target	znf175	otk18
target	znf175	znf175
target	znf18	hdsg1
target	znf18	kox11
target	znf18	zfp535
target	znf18	zkscan6
target	znf18	znf18
target	znf18	znf535
target	znf18	zscan38
target	znf184	znf184
target	znf189	znf189
target	znf19	kox12
target	znf19	znf19
target	znf195	hrf1
target	znf195	znf195
target	znf195	znfp104
target	znf197	d3s1363e
target	znf197	p18
target	znf197	vhlak
target	znf197	zkscan9
target	znf197	znf166
target	znf197	znf197
target	znf197	znf20
target	znf197	zscan41
target	znf2	a1-5
target	znf2	zfp661
target	znf2	znf2
target	znf2	znf661
target	znf202	zkscan10
target	znf202	znf202
target	znf202	zscan42
target	znf205	rhith
target	znf205	zfp13
target	znf205	znf205
target	znf205	znf210
target	znf207	znf207
target	znf211	c2h2-25
target	znf211	ch2h2-25
target	znf211	znf211
target	znf211	znf-25
target	znf211	znfc25
target	znf213	cr53
target	znf213	zkscan21
target	znf213	znf213
target	znf213	zscan53
target	znf214	baz1
target	znf214	baz-1
target	znf214	znf214
target	znf217	zabc1
target	znf217	znf217
target	znf221	znf221
target	znf223	znf223
target	znf23	kox16
target	znf23	zfp612
target	znf23	znf23
target	znf23	znf359
target	znf23	znf612
target	znf239	hok-2
target	znf239	mok2
target	znf239	znf239
target	znf24	kox17
target	znf24	rsg-a
target	znf24	zfp191
target	znf24	znf191
target	znf24	znf24
target	znf24	zscan3
target	znf248	ba162g10.3
target	znf248	znf248
target	znf26	hel-179
target	znf26	kox20
target	znf26	znf26
target	znf263	fpm315
target	znf263	zkscan12
target	znf263	znf263
target	znf263	zscan44
target	znf266	hzf1
target	znf266	znf266
target	znf274	hfb101
target	znf274	zf2
target	znf274	zkscan19
target	znf274	znf274
target	znf274	zscan51
target	znf280a	3'oy11.1
target	znf280a	suhw1
target	znf280a	znf280
target	znf280a	znf280a
target	znf280a	znf636
target	znf280c	suhw3
target	znf280c	znf280c
target	znf280c	znf633
target	znf280d	suhw4
target	znf280d	znf280d
target	znf280d	znf634
target	znf282	hub1
target	znf282	znf282
target	znf292	ba393i2.3
target	znf292	nbla00365
target	znf292	zfp292
target	znf292	zn-15
target	znf292	zn-16
target	znf292	znf292
target	znf3	a8-51
target	znf3	hf.12
target	znf3	kox25
target	znf3	pp838
target	znf3	zfp113
target	znf3	znf3
target	znf300	znf300
target	znf302	hsd16
target	znf302	mst154
target	znf302	mstp154
target	znf302	znf135l
target	znf302	znf140l
target	znf302	znf302
target	znf302	znf327
target	znf311	zf31
target	znf311	znf311
target	znf316	enst00000305834
target	znf316	mzf-3
target	znf316	znf316
target	znf318	tzf
target	znf318	zfp318
target	znf318	znf318
target	znf324	zf5128
target	znf324	znf324
target	znf324	znf324a
target	znf331	rita
target	znf331	znf331
target	znf331	znf361
target	znf331	znf463
target	znf335	mcph10
target	znf335	nif1
target	znf335	nif-1
target	znf335	nif2
target	znf335	znf335
target	znf34	kox32
target	znf34	znf34
target	znf341	znf341
target	znf350	zbrk1
target	znf350	zfqr
target	znf350	znf350
target	znf354b	kid2
target	znf354b	znf354b
target	znf354c	kid3
target	znf354c	znf354c
target	znf362	lin-29
target	znf362	rn
target	znf362	znf362
target	znf366	dcscript
target	znf366	znf366
target	znf37a	kox21
target	znf37a	znf37
target	znf37a	znf37a
target	znf384	cagh1
target	znf384	cagh1a
target	znf384	ciz
target	znf384	erda2
target	znf384	nmp4
target	znf384	np
target	znf384	tnrc1
target	znf384	znf384
target	znf391	dj153g14.3
target	znf391	znf391
target	znf394	zkscan14
target	znf394	znf394
target	znf394	zscan46
target	znf395	hdbp2
target	znf395	hdbp-2
target	znf395	hdrf-2
target	znf395	pbf
target	znf395	prf1
target	znf395	prf-1
target	znf395	si-1-8-14
target	znf395	znf395
target	znf398	p51
target	znf398	p71
target	znf398	zer6
target	znf398	znf398
target	znf404	znf404
target	znf407	znf407
target	znf416	znf416
target	znf423	ebfaz
target	znf423	jbts19
target	znf423	nphp14
target	znf423	oaz
target	znf423	roaz
target	znf423	zfp104
target	znf423	zfp423
target	znf423	znf423
target	znf426	znf426
target	znf433	znf433
target	znf444	ezf2
target	znf444	ezf-2
target	znf444	znf444
target	znf444	zscan17
target	znf449	znf449
target	znf449	zscan19
target	znf473	hzfp100
target	znf473	zn473
target	znf473	znf473
target	znf48	znf48
target	znf48	znf553
target	znf488	znf488
target	znf491	znf491
target	znf493	znf493
target	znf501	znf
target	znf501	znf501
target	znf501	znf52
target	znf507	znf507
target	znf510	znf510
target	znf511	znf511
target	znf512	znf512
target	znf512b	gm632
target	znf512b	znf512b
target	znf513	hmft0656
target	znf513	rp58
target	znf513	znf513
target	znf514	znf514
target	znf518a	znf518
target	znf518a	znf518a
target	znf521	ehzf
target	znf521	evi3
target	znf521	znf521
target	znf524	znf524
target	znf529	znf529
target	znf530	znf530
target	znf544	znf544
target	znf547	znf547
target	znf548	znf548
target	znf549	znf549
target	znf555	znf555
target	znf558	znf558
target	znf560	znf560
target	znf561	znf561
target	znf571	znf571
target	znf574	fp972
target	znf574	znf574
target	znf577	znf577
target	znf579	znf579
target	znf580	znf580
target	znf584	znf584
target	znf585b	szfp41
target	znf585b	znf585b
target	znf589	szf1
target	znf589	znf589
target	znf592	camos
target	znf592	scar5
target	znf592	znf592
target	znf596	znf596
target	znf600	kr-znf1
target	znf600	znf600
target	znf610	znf610
target	znf614	znf614
target	znf621	znf621
target	znf622	znf622
target	znf622	zpr9
target	znf623	znf623
target	znf624	znf624
target	znf626	znf626
target	znf629	znf
target	znf629	znf629
target	znf629	znf65
target	znf639	6230400o18rik
target	znf639	anc_2h01
target	znf639	anc-2h01
target	znf639	zasc1
target	znf639	znf639
target	znf644	bm-005
target	znf644	myp21
target	znf644	natf
target	znf644	zep-2
target	znf644	znf644
target	znf645	ct138
target	znf645	hakail
target	znf645	znf645
target	znf652	znf652
target	znf654	znf654
target	znf658	znf658
target	znf660	znf660
target	znf662	znf662
target	znf664	zfoc1
target	znf664	znf176
target	znf664	znf664
target	znf670	znf670
target	znf677	znf677
target	znf680	znf680
target	znf687	znf687
target	znf692	arebp
target	znf692	zfp692
target	znf692	znf692
target	znf697	znf697
target	znf7	hf.16
target	znf7	kox4
target	znf7	zf30
target	znf7	znf7
target	znf701	znf701
target	znf704	gig1
target	znf704	znf704
target	znf707	znf707
target	znf740	zfp740
target	znf740	znf740
target	znf747	znf747
target	znf76	d6s229e
target	znf76	zfp523
target	znf76	znf523
target	znf76	znf76
target	znf766	znf766
target	znf768	znf768
target	znf770	pro1914
target	znf770	znf770
target	znf776	znf776
target	znf777	znf777
target	znf781	znf781
target	znf785	znf785
target	znf791	znf791
target	znf792	znf792
target	znf8	hf.18
target	znf8	zfp128
target	znf8	znf8
target	znf800	znf800
target	znf83	hpf1
target	znf83	znf816b
target	znf83	znf83
target	znf830	ccdc16
target	znf830	omcg1
target	znf830	znf830
target	znf837	znf837
target	znf843	znf843
target	zranb2	zis
target	zranb2	zis1
target	zranb2	zis2
target	zranb2	znf265
target	zranb2	zranb2
target	zscan16	dj265c24.3
target	zscan16	znf392
target	zscan16	znf435
target	zscan16	zscan16
target	zscan18	znf447
target	zscan18	zscan18
target	zscan21	ny-ren-21
target	zscan21	zipro1
target	zscan21	znf38
target	zscan21	zscan21
target	zscan23	dj29k1.3
target	zscan23	dj29k1.3.1
target	zscan23	znf390
target	zscan23	znf453
target	zscan23	zscan23
target	zscan26	sre-zbp
target	zscan26	znf187
target	zscan26	zscan26
target	zscan29	zfp690
target	zscan29	znf690
target	zscan29	zscan29
target	zscan30	znf397os
target	zscan30	znf917
target	zscan30	znf-wym
target	zscan30	zscan30
target	zscan4	znf494
target	zscan4	zscan4
target	zscan5a	znf495
target	zscan5a	zscan5
target	zscan5a	zscan5a
target	zscan5c	znf495c
target	zscan5c	zscan5c
target	zscan9	prd51
target	zscan9	znf193
target	zscan9	zscan9
target	zxdb	dj83l6.1
target	zxdb	znf905
target	zxdb	zxdb
target	zzz3	atac1
target	zzz3	zzz3
tissue	adipose	adipose
tissue	adipose tissue	adipose
tissue	adipose tissue	adipose tissue
tissue	adipose tissue	bodyfat
tissue	adipose tissue	fat
tissue	adipose tissue	fat tissue
tissue	adipose tissue	fatty depot
tissue	adipose tissue	fatty tissue
tissue	adrenal	adrenal
tissue	adrenal gland	adrenal
tissue	adrenal gland	adrenal capsule
tissue	adrenal gland	adrenal gland
tissue	adrenal gland	adrenal medulla cell
tissue	adrenal gland	atrabiliary capsule
tissue	adrenal gland	epinephric gland
tissue	adrenal gland	epinephros
tissue	adrenal gland	fetal adrenal gland
tissue	adrenal gland	glandula adrenalis
tissue	adrenal gland	glandula suprarenalis
tissue	adrenal gland	interrenal gland
tissue	adrenal gland	suprarenal capsule
tissue	adrenal gland	suprarenal gland
tissue	alveoli	alveoli
tissue	alveolus of lung	alveoli
tissue	alveolus of lung	alveolus
tissue	alveolus of lung	alveolus of lung
tissue	alveolus of lung	alveolus pulmonis
tissue	alveolus of lung	lung alveolus
tissue	alveolus of lung	pulmonary alveolus
tissue	alveolus of lung	respiratory alveoli
tissue	alveolus of lung	respiratory alveolus
tissue	ammon's horn	ammon gyrus
tissue	ammon's horn	ammon horn
tissue	ammon's horn	ammon horn fields
tissue	ammon's horn	ammon's horn
tissue	ammon's horn	ammons horn
tissue	ammon's horn	cornu ammonis
tissue	ammon's horn	hippocampal
tissue	ammon's horn	hippocampus
tissue	ammon's horn	hippocampus major
tissue	ammon's horn	hippocampus proper
tissue	ammon's horn	hippocampus proprius
tissue	amniotic membrane	amniotic membrane
tissue	angular gyrus	angular gyrus
tissue	angular gyrus	gyrus angularis
tissue	angular gyrus	gyrus parietalis inferior
tissue	angular gyrus	middle part of inferior parietal lobule
tissue	angular gyrus	prelunate gyrus
tissue	angular gyrus	preoccipital gyrus
tissue	aorta	aorta
tissue	aorta	aortic
tissue	aorta	arteria maxima
tissue	aorta	trunk of aortic tree
tissue	aorta	trunk of systemic arterial tree
tissue	arm bone	arm bone
tissue	arm bone	arm bone organ
tissue	arm bone	bone of arm
tissue	arm bone	bone of upper extremity
tissue	arm bone	bone organ of arm
tissue	arm bone	left arm bone
tissue	arm bone	right arm bone
tissue	artery	arterial
tissue	artery	arterial subtree
tissue	artery	arterial system
tissue	artery	arterial tree organ part
tissue	artery	arterial vessel
tissue	artery	arteries
tissue	artery	artery
tissue	ascending aorta	aorta ascendens
tissue	ascending aorta	ascending aorta
tissue	ascending aorta	ascending thoracic aorta
tissue	ascending aorta	pars ascendens aortae
tissue	autonomic nervous system	ans
tissue	autonomic nervous system	autonomic
tissue	autonomic nervous system	autonomic nervous system
tissue	autonomic nervous system	involuntary nervous system
tissue	autonomic nervous system	peripheral nerves and autonomic nervous system
tissue	base of tongue	base of tongue
tissue	biliary tract	bile tract
tissue	biliary tract	biliary system
tissue	biliary tract	biliary tract
tissue	biliary tract	other and unspecified parts of biliary tract
tissue	biliary tract	tract, biliary
tissue	bladder	bladder
tissue	bladder	urinary bladder
tissue	bladder	urinary system, bladder
tissue	blood	blood
tissue	blood	portion of blood
tissue	blood	vertebrate blood
tissue	blood	whole blood
tissue	body of pancreas	body of pancreas
tissue	body of pancreas	corpus pancreatis
tissue	body of pancreas	pancreas body
tissue	body of pancreas	pancreas corpus
tissue	body of pancreas	pancreatic body
tissue	body of uterus	body of uterus
tissue	body of uterus	corpus uteri
tissue	body of uterus	uterine body
tissue	body of uterus	uterine corpus
tissue	bone	bone
tissue	bone marrow	bone marrow
tissue	bone marrow	medulla of bone
tissue	bone marrow	medulla ossea
tissue	bone marrow	medulla ossium
tissue	bone marrow	medullary bone
tissue	bones, joints and articular cartilage of limbs	bones, joints and articular cartilage of limbs
tissue	bones, joints and articular cartilage of other and unspecified sites	bones, joints and articular cartilage of other and unspecified sites
tissue	bone tissue	bone
tissue	bone tissue	bone tissue
tissue	bone tissue	calcium tissue
tissue	bone tissue	osseous tissue
tissue	bone tissue	osteogenic tissue
tissue	bone tissue	portion of bone tissue
tissue	brain	brain
tissue	brain	encephalon
tissue	brain	fetal brain
tissue	brain	suprasegmental levels of nervous system
tissue	brain	suprasegmental structures
tissue	brain	synganglion
tissue	brain	the brain
tissue	breast	breast
tissue	breast	mamma
tissue	breast	mammary part of chest
tissue	breast	mammary region
tissue	breast epithelium	breast epithelium
tissue	bronchus and lung	bronchus and lung
tissue	cartilage	cartilage
tissue	cartilage element	cartilage
tissue	cartilage element	cartilage element
tissue	cartilage element	cartilage organ
tissue	cartilage element	cartilaginous element
tissue	cartilage element	chondrogenic element
tissue	caudate nucleus	ammon horn fields
tissue	caudate nucleus	caudate nucleus
tissue	caudate nucleus	caudatum
tissue	caudate nucleus	caudatus
tissue	caudate nucleus	nucleus caudatus
tissue	central nervous system	central nervous system
tissue	central nervous system	cns
tissue	central nervous system	nervous system, cns
tissue	central nervous system	neuraxis
tissue	central nervous system	spinal cord, cranial nerves, and other parts of central nervous system
tissue	central nervous system	systema nervosum centrale
tissue	cerebellar cortex	cerebellar cortex
tissue	cerebellar cortex	cortex cerebellaris
tissue	cerebellar cortex	cortex cerebelli
tissue	cerebellar cortex	cortex of cerebellar hemisphere
tissue	cerebellum	cerebellar
tissue	cerebellum	cerebellum
tissue	cerebellum	corpus cerebelli
tissue	cerebellum	epencephalon-1
tissue	cerebellum	infratentorial region
tissue	cerebellum	parencephalon
tissue	cervical	cervical
tissue	cervix	cervix
tissue	cervix uteri	cervix uteri
tissue	chorion	chorion
tissue	chorion	chorion frondosum
tissue	chorion	chorionic
tissue	chorion	chorionic sac
tissue	chorion	chorion (vertebrates)
tissue	chorion	embryonic chorion
tissue	chorion	fetal chorion
tissue	chorion	uterine chorion
tissue	cingulate gyrus	cingular gyrus
tissue	cingulate gyrus	cingulate area
tissue	cingulate gyrus	cingulate gyrus
tissue	cingulate gyrus	cingulate region
tissue	cingulate gyrus	falciform lobe
tissue	cingulate gyrus	gyri cinguli
tissue	cingulate gyrus	upper limbic gyrus
tissue	colon	colon
tissue	colon	colon crypt
tissue	colon	colonic
tissue	colon	gi colon
tissue	colon	hindgut
tissue	colon	large bowel
tissue	colon crypt	colon crypt
tissue	colonic mucosa	colonic mucosa
tissue	colonic mucosa	colonic mucous membrane
tissue	colonic mucosa	colon mucosa
tissue	colonic mucosa	colon mucous membrane
tissue	colonic mucosa	large bowel mucosa
tissue	colonic mucosa	mucosa of colon
tissue	colonic mucosa	mucosa of large bowel
tissue	connective, subcutaneous and other soft tissues	connective, subcutaneous and other soft tissues
tissue	connective tissue	bindegewebe
tissue	connective tissue	connective tissue
tissue	connective tissue	portion of connective tissue
tissue	connective tissue	stromal connective
tissue	connective tissue	textus connectivus
tissue	cord blood	cord blood
tissue	coronary artery	coronary arterial tree
tissue	coronary artery	coronary artery
tissue	coronary artery	coronary vessel
tissue	corpus uteri	corpus uteri
tissue	cranial	cranial
tissue	duodenal mucosa	doudenal mucosa
tissue	duodenal mucosa	duodenal mucosa
tissue	duodenal mucosa	duodenal mucous membrane
tissue	duodenal mucosa	duodenum mucosa
tissue	duodenal mucosa	mucosa of duodenum
tissue	duodenal mucosa	mucous membrane of duodenum
tissue	duodenum	duodenal
tissue	duodenum	duodenum
tissue	duodenum	gi duodenum
tissue	duodenum	proximal intestine
tissue	duodenum	upper intestine
tissue	duodenum mucosa	duodenum mucosa
tissue	ear	auditory apparatus
tissue	ear	auricular
tissue	ear	auris
tissue	ear	ear
tissue	ear	unknown
tissue	embryo	developing organism
tissue	embryo	developmental tissue
tissue	embryo	embryo
tissue	embryo	embryonic
tissue	embryo	embryonic organism
tissue	embryonic facial prominence	embryonic facial process
tissue	embryonic facial prominence	embryonic facial prominence
tissue	embryonic facial prominence	facial primordium
tissue	embryonic facial prominence	primordium of face
tissue	embryonic kidney	embryonic kidney
tissue	embryonic lung	embryonic lung
tissue	endoderm	endoderm
tissue	endoderm	endodermal
tissue	endoderm	entoderm
tissue	endometrial	endometrial
tissue	endometrium	endometrial
tissue	endometrium	endometrium
tissue	endometrium	tunica mucosa (endometrium)
tissue	endometrium	tunica mucosa uteri
tissue	endometrium	uterine endometrium
tissue	endometrium	uterine mucosa
tissue	endometrium	uterine mucous membrane
tissue	esophagus	esophageal
tissue	esophagus	esophagus
tissue	esophagus	gi esophagus
tissue	esophagus	gullet
tissue	esophagus	oesophagus
tissue	esophagus muscularis mucosa	esophagus muscularis
tissue	esophagus muscularis mucosa	esophagus muscularis mucosa
tissue	esophagus muscularis mucosa	esophagus muscularis mucosae
tissue	esophagus muscularis mucosa	lamina muscularis mucosae (oesphagus)
tissue	esophagus muscularis mucosa	lamina muscularis of esophageal mucous membrane
tissue	esophagus muscularis mucosa	muscularis mucosae of esophagus
tissue	esophagus squamous epithelium	esophageal squamous epithelium
tissue	esophagus squamous epithelium	esophagus squamous epithelium
tissue	esophagus squamous epithelium	squamous epithelium of esophagus
tissue	esophagus squamous epithelium	squamous oesophageal epithelium
tissue	eye	eye
tissue	eye	eye and adnexa
tissue	eye	light-detecting organ
tissue	eye	ocular
tissue	eye	optic
tissue	eye	visual apparatus
tissue	eye and adnexa	eye and adnexa
tissue	fallopian tube	fallopian tube
tissue	fallopian tube	fallopian tubes
tissue	fallopian tube	fallopian tube secretory
tissue	fallopian tube	female paramesonephric duct
tissue	fallopian tube	mammalian oviduct
tissue	fallopian tube	paramesonephric duct of female
tissue	fallopian tube	salpinges
tissue	fallopian tube	salpinx
tissue	fallopian tube	tuba uterina
tissue	fallopian tube	uterine tube (sensu mammalia)
tissue	fallopian tube secretory	fallopian tube secretory
tissue	fat	fat
tissue	femur	femoral
tissue	femur	femoral bone
tissue	femur	femur
tissue	femur	mesomere 1 of pevlic appendage
tissue	femur	os femorale
tissue	femur	os femoris
tissue	femur	os longissimum
tissue	femur	proximal metapterygial mesomere of pelvic appendage
tissue	femur	proximal metapterygial mesomere of pelvic fin
tissue	femur	thigh bone
tissue	fetal adrenal gland	fetal adrenal gland
tissue	fetal brain	fetal brain
tissue	fetal heart	fetal heart
tissue	fetal large intestine	fetal large intestine
tissue	fetal liver	fetal liver
tissue	fetal lung	fetal lung
tissue	fetal muscle leg	fetal muscle leg
tissue	fetal muscle trunk	fetal muscle trunk
tissue	fetal placenta	fetal placenta
tissue	fetal small intestine	fetal small intestine
tissue	fetal spinal cord	fetal spinal cord
tissue	fetal stomach	fetal stomach
tissue	fetal thymus	fetal thymus
tissue	floor of mouth	floor of mouth
tissue	forearm skin biopsy	forearm skin biopsy
tissue	foreskin	foreskin
tissue	frontal cortex	cortex of frontal lobe
tissue	frontal cortex	frontal cortex
tissue	frontal cortex	frontal lobe cortex
tissue	frontal cortex	frontal neocortex
tissue	frontal cortex	gray matter of frontal lobe
tissue	frontal cortex	grey matter of frontal lobe
tissue	frontal lobe	frontal lobe
tissue	frontal lobe	frontal region
tissue	frontal lobe	lobi frontales
tissue	frontal lobe	lobus frontalis
tissue	frontal lobe	mid frontal lobe
tissue	frontal lobe	regio frontalis
tissue	gallbladder	gallbladder
tissue	gall bladder	gallbladder
tissue	gall bladder	gall bladder
tissue	gall bladder	vesica biliaris
tissue	gall bladder	vesica fellea
tissue	gastrocnemius medialis	caput mediale musculus gastrocnemii
tissue	gastrocnemius medialis	caput mediale (musculus gastrocnemius)
tissue	gastrocnemius medialis	gastrocnemius medialis
tissue	gastrocnemius medialis	medial head of gastrocnemius
tissue	gastrocnemius medialis	medial head of gastrocnemius muscle
tissue	gastroesophageal sphincter	cardiac sphincter
tissue	gastroesophageal sphincter	constrictor cardiae
tissue	gastroesophageal sphincter	esophageal-cardiac junction
tissue	gastroesophageal sphincter	esophageal sphincter
